STATE/UT,Region,Oil_type,Year,Production
DADRA & NAGAR HAVELI AND DAMAN & DIU,REGION - WEST,MS/Petrol,2024,47.894
GOA,REGION - WEST,MS/Petrol,2024,227.114
GUJARAT,REGION - WEST,MS/Petrol,2024,2701.218
MADHYA PRADESH,REGION - WEST,MS/Petrol,2024,1955.161
MAHARASHTRA,REGION - WEST,MS/Petrol,2024,4370.547
ANDHRA PRADESH,REGION - SOUTH,MS/Petrol,2024,1627.316
KARNATAKA,REGION - SOUTH,MS/Petrol,2024,3054.319
KERALA,REGION - SOUTH,MS/Petrol,2024,1879.418
LAKSHADWEEP,REGION - SOUTH,MS/Petrol,2024,1.489
PUDUCHERRY,REGION - SOUTH,MS/Petrol,2024,192.318
TAMIL NADU,REGION - SOUTH,MS/Petrol,2024,3533.707
TELANGANA,REGION - SOUTH,MS/Petrol,2024,1801.248
CHANDIGARH,REGION - NORTH,HSD/Diesel,2024,257.1111157
DELHI,REGION - NORTH,HSD/Diesel,2024,557.6637577
HARYANA,REGION - NORTH,HSD/Diesel,2024,4285.761431
HIMACHAL PRADESH,REGION - NORTH,HSD/Diesel,2024,786.970892
JAMMU & KASHMIR,REGION - NORTH,HSD/Diesel,2024,941.5539056
LADAKH,REGION - NORTH,HSD/Diesel,2024,103.3633101
PUNJAB,REGION - NORTH,HSD/Diesel,2024,3347.14776
RAJASTHAN,REGION - NORTH,HSD/Diesel,2024,5814.202866
UTTAR PRADESH,REGION - NORTH,HSD/Diesel,2024,10636.32168
UTTARAKHAND,REGION - NORTH,HSD/Diesel,2024,821.7457925
ARUNACHAL PRADESH,REGION - NORTH EAST,HSD/Diesel,2024,253.0529379
ASSAM,REGION - NORTH EAST,HSD/Diesel,2024,1277.770723
MANIPUR,REGION - NORTH EAST,HSD/Diesel,2024,117.9583917
MEGHALAYA,REGION - NORTH EAST,HSD/Diesel,2024,412.7497374
MIZORAM,REGION - NORTH EAST,HSD/Diesel,2024,119.2969065
NAGALAND,REGION - NORTH EAST,HSD/Diesel,2024,127.2495606
SIKKIM,REGION - NORTH EAST,HSD/Diesel,2024,86.88969087
TRIPURA,REGION - NORTH EAST,HSD/Diesel,2024,118.099132
ANDAMAN & NICOBAR,REGION - EAST,HSD/Diesel,2024,178.7148176
BIHAR,REGION - EAST,HSD/Diesel,2024,2444.939134
JHARKHAND,REGION - EAST,HSD/Diesel,2024,2020.352904
ODISHA,REGION - EAST,HSD/Diesel,2024,3390.545569
WEST BENGAL,REGION - EAST,HSD/Diesel,2024,3546.413416
CHHATTISGARH,REGION - WEST,HSD/Diesel,2024,2318.150801
DADRA & NAGAR HAVELI AND DAMAN & DIU,REGION - WEST,HSD/Diesel,2024,172.651311
GOA,REGION - WEST,HSD/Diesel,2024,281.1404251
GUJARAT,REGION - WEST,HSD/Diesel,2024,7318.392167
MADHYA PRADESH,REGION - WEST,HSD/Diesel,2024,4392.476817
MAHARASHTRA,REGION - WEST,HSD/Diesel,2024,10450.48719
ANDHRA PRADESH,REGION - SOUTH,HSD/Diesel,2024,3512.231796
KARNATAKA,REGION - SOUTH,HSD/Diesel,2024,8258.829864
KERALA,REGION - SOUTH,HSD/Diesel,2024,2419.343127
LAKSHADWEEP,REGION - SOUTH,HSD/Diesel,2024,21.11908193
PUDUCHERRY,REGION - SOUTH,HSD/Diesel,2024,584.2836174
TAMIL NADU,REGION - SOUTH,HSD/Diesel,2024,6343.537355
TELANGANA,REGION - SOUTH,HSD/Diesel,2024,3646.873179
